post_id,post_description
1971,Cheeky twat.. if you broke your ankle slut dropping on acca dance floor id understand because its a passion of yours 😂😂😂🖕🖕🖕🖕🖕🖕
1972,fuck shit cunt bastard whore wanker
1973,Illegal alien charged with murder of homeless woman in New York City:  #StopTheInvasion
1974,I wish my emotions would feel like emotions instead of screaming and hysterical crying women trying to claw their way out of my torso
1975,@user Maybe this is what you wanted: “What a gross skank! Ever hear of a pocket?” Better? 😘
1976,"I posted 327 photos on Facebook in the album ""JAZBA PAKISTAN"""
1977,@user You are Satan's whore. Hell will welcome you.
1978,The Swollen Cunt Of A Blonde Woman Troop Commander
1979,"Because no one likes being a stupid bitch, alone....."
1980,What the fuck Richard you can just shove my milkey seeds into your hole @user
1981,@user @user That is hysterical! And you say that with a straight face?
1982,"This Liverpool Man U , holy fuck . If that's what hundred of millions buys you , you can ram it"
1983,I mean... You got one from me and I don't ever do that so.... 😘
1984,#Nicaragua unrest: New refugee crisis unfolding in Latin America @user
1985,@user @user Does that mean the accounts of other women in more junior positions be dismissed as 'hysterical'?
1986,Bitches are quick to put their height in their tinder bio.... Do me a favor and add your weight too...
1987,I just want you to be my girlfriend without being my 'girlfriend' so I can fuck other people and you can't... Is that too much to ask?
1988,"UNTIL 11:59pm PDT TONIGHT âž Sign up to help refugees rebuild their lives and we'll give you a free, premium, made to order, fair trade t-shirt courtesy of @user âž // (limited to those living in the U.S. 18 &amp; older)"
1989,@user for you! Cuz no one else cares when I post it but I'm pretty sure you like it. Get your skank on!
1990,Me when people take a post too seriously and I'm reading their butt hurt comments
1991,@user @user You're aware that not all men like women right? Get out of your bubble
1992,Seen it many times. Hair brushes too
1993,Legal US immigrants face legal problems after votingThey actually thought they had a right to vote after years of being here & refusing to become a citizen!They won't commit to our nation but expect our respect.That will never happen.#BuildThatWall
1994,"@user Fuck off, you race pimp. #LiberalismIsAMentalDisorder"
1995,"@user Good one! “The government predicts that in 2030, immigration will overtake new births as the dominant driver of population growth.” PREDICTS = causes by failure to stop. #BuildTheDamnWall"
1996,"Got me wanting to give him them 5 kids for the dick, I’ll beat a bitch up bout my 🍆. Baby u the only one I need headass on that dick 😂"
1997,"Trump may be creating 'permanently orphaned kids,' judge says .."
1998,"Education, key to meaningful lives for refugee youth - President"
1999,U.N. pact offers hope to world's climate migrants #UnitedNations
2000,"@user And she blames Trump!! Jane, take a knee for Harvey, you helped him rape those girls by your silence. YOU DID, not Male Entitlement or Trump"
2001,If someone got body and dick..... but not the face.... would you dub them?
2002,If anyone calls you a slut or a whore we'll stop them by calling them another insult. You go girl. And if you can…
2003,"@user Same fucking name, cunt bag. Why are you white knight, pussy boy?"
2004,"@user Here you see the waste of Europe, the city of London shortly run to destroyed by foreign immigrants."
2005,Communists Take Down Greek Government Website Over Athens Fire Disaster Response Time #Greece #Anonymous won't be taking down terrorists #rapefugee websites any time soon.
2006,"Everyone whose first reaction to the trials/Senate inquiry is to jump to UST's defense, you are no better than the 'not all men' crowd."
2007,"CNN 8:52am NON-PROFIT ORGANIZATIONS LEAD CHARGE TO REUNITE FAMILIES. . Mario Russell Immigrant &amp; Refugee Services, Catholic Charities..."
2008,#Spain to invest â‚¬30M in emergency plan to receive new African migrants
2009,Shoutout to Rihanna for writing my theme song 'Sex With Me'
2010,"@user I thought you already had the title. Oh wait, you said most hysterical WOMAN."
2011,"@user @user No refugees in Russia. No refugees in the United States. But the rest of the world its their playground. Maybe #StevenSeagal will save us all! (just to make sure, it's a joke). #armsindustry #unsc"
2012,The keyboard gangster starter pack
2013,When your friend won't stop talking about their ex
2014,"@user Hard to figure which was the more hysterical woman, Cory Booker or Kamala Harris"
2015,Immigrants Come LEGALLY like 1.5 Milion Do Every year Not Cross the Border ILLEGALLY Dont Blame the U.S for Your ILLEGAL ACTIONS !  Aidos !  #Trump #MAGA #RedNAtionRising  via @user
2016,"@user All refugees must send back home, without any consequences."
2017,@user @user He’s at least 12+ lol ffs this is a joke if anyone thinks this guys is a child refugee
2018,@user Stupid SKANK......
2019,Bottle up their women and then whore around all day...and you say you are practicing Islam??ok!
2020,Should bring in #Clinton #CrookedH to testify about #UraniumOne &amp; #SteeleDossier — makes a BIG difference to US now!!!@ChuckGrassley Sets Rabid DEMS straight; rejects calls to bring @user back to testify again!#RussianDelusion #Mueller
2021,Once a hoe cross me on some fake shit then want play victim I could never be friends again yea I forgive you but I can't fwu like that ma!
2022,"RT @user If you verbally abuse a fuckboy, is it considered animal cruelty? Asking for a friend. Also, can said friend end up in…"
2023,Fucking yellow card stupid cunt #LIVMAN
2024,fuckin not even a cup like fuckin negative d cup whore flat chested bitch
2025,I lost several friends over openly supporting & voting for @user @user & one of the main reasons I voted for him was his promise to build a Border Wall & so help me if he doesnt Ill sit home in 2020! #BuildThatWall #BuildTheWallNow #BuildTheWall @user
2026,@user only when drunk or in bed... But I'm always drunk
2027,for #Merkel Macron drops to RECORD LOWS.Macron-Merkel have lost much influence. Salvini not only ignored lectures from Macron bt mocked him.Hard reality: Now Salvini-Orban-Kurz &amp; #V4 controlling migration debate.#Visegrad @user @user
2028,You don't go to parties with your significant other... You go to parties to try and get other peoples significant others #WomenSuck
2029,Harvey Weinstein: More women accuse Hollywood producer of rape
2030,I gotta stop posting about not wearing condoms cause these bitches is startin to make me wear condoms
2031,"Why would young fighting age men be the vast majority of the ones escaping a war &amp; not those who cannot fight like women, children, and the elderly?It's because the majority of the refugees are not actually refugees they are economic migrants trying to get into Europe...."
2032,Its the raggedy red state of Texas! Look at what they did to immigrant families.  The sexual abuse of immigrant children. Also in the red state of Arizona. No surprise they're engaging in voter suppression.
2033,#Election Fraud #TrueTheVote #VoterID #IllegalImmigration #VoterFraudNo election fraud?   I don’t think so.  IF the left is so interested in TRUE elections then we should TRUE the vote.  Dead people...
2034,"I agree with HuffPo: Reunite migrant kids with deported parents! Don't seperate,ship kid and parent back across the border same day !"
2035,When you gotta hit the block at 8 but gotta chop a tree down at 6
2036,"Whoever made these, ya moms a mf hoe bitch -.-"
2037,#Portugal's Vitorino elected #head of UN migration agency #IOM #UnitedStates #directorgeneral #President...
2038,@user I guess so... Oh well 😊
2039,"Definitely not! I have the same thought, kind of 😁  I hope he's had a massive stroke, heart attack, embolism...but not that kills him. I'd like him alive but incapacitated so he'll be fully aware that it's his immigrant employees who REFUSE TO CLEAN HIS ASS!!"
2040,Let’s Put This Lil Corny Bitch In A Hole And Throw Cheetos At Her
2041,@user All dirty vote bank politics. AAP rule has made Delhi to look like a big slum.Illegal migrants in Delhi have increased 3 time in AAP 3Y rule
2042,When you find a bag of drugs on the ground
2043,I'm only fuckin doctors and lawyers from now on. At least if they go nuts I know they have somethin to lose unlike these sluts workin retail
